Table with row headers in column A and column headers in rows 5 through 7,,,,,,,,,,,,,
"Number of Firms, Number of Establishments, Employment, and Annual Payroll by Enterprise Employment Size for the United States and States, Totals:  2016",,,,,,,,,,,,, release date: 12/18/2018
,,,,,,,,,,,,,
"SOURCE: 2016 County Business Patterns.  For information on confidentiality protection, sampling error, and nonsampling error, see http://www.census.gov/programs-surveys/susb/technical-documentation/methodology.html.",,,,,,,,,,,,,
"For definitions, see http://www.census.gov/programs-surveys/susb/about/glossary.html.",,,,,,,,,,,,,
The Census Bureau has reviewed this data product for unauthorized disclosure of confidential information and has approved the disclosure avoidance practices applied (Approval ID: CBDRB-FY19-117).,,,,,,,,,,,,,
FIPS  CODE,GEOGRAPHIC AREA DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,NUMBER OF FIRMS,NUMBER OF ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT NOISE FLAG,"ANNUAL PAYROLL ($1,000)",ANNUAL PAYROLL NOISE FLAG,,,,,
36,New York,04:  10-19,"42,192","43,426","563,813",G,"25,055,103",G,,,,,
36,New York,05:  <20,"416,199","418,170","1,521,348",G,"67,692,666",G,,,,,
36,New York,06:  20-99,"36,325","42,466","1,367,699",G,"70,777,953",G,,,,,
36,New York,07:  100-499,"7,901","19,149","1,217,039",G,"74,127,812",G,,,,,
36,New York,08:  <500,"460,425","479,785","4,106,086",G,"212,598,431",G,,,,,
36,New York,09:  500+,"4,714","64,288","4,072,369",G,"309,274,263",G,,,,,
37,North Carolina,01:  Total,"174,314","227,347","3,794,926",G,"170,980,033",G,,,,,
37,North Carolina,02:  0-4,"102,859","103,044","166,115",G,"6,553,245",G,,,,,
37,North Carolina,03:  5-9,"29,230","29,507","192,500",G,"6,576,180",G,,,,,
37,North Carolina,04:  10-19,"18,150","18,995","242,837",G,"8,357,689",G,,,,,
37,North Carolina,05:  <20,"150,239","151,546","601,452",G,"21,487,114",G,,,,,
37,North Carolina,06:  20-99,"16,530","21,139","610,829",G,"22,120,611",G,,,,,
37,North Carolina,07:  100-499,"3,771","10,625","459,769",G,"19,651,606",G,,,,,
37,North Carolina,08:  <500,"170,540","183,310","1,672,050",G,"63,259,331",G,,,,,
37,North Carolina,09:  500+,"3,774","44,037","2,122,876",G,"107,720,702",G,,,,,
38,North Dakota,01:  Total,"19,979","24,601","346,947",G,"15,816,748",G,,,,,
38,North Dakota,02:  0-4,"11,040","11,056","17,979",G,"731,056",G,,,,,
38,North Dakota,03:  5-9,"3,295","3,328","21,541",G,"773,685",G,,,,,
38,North Dakota,04:  10-19,"2,221","2,356","29,723",G,"1,147,563",G,,,,,
38,North Dakota,05:  <20,"16,556","16,740","69,243",G,"2,652,304",G,,,,,
38,North Dakota,06:  20-99,"1,951","2,678","68,992",G,"2,847,676",G,,,,,
38,North Dakota,07:  100-499,571,"1,566","60,729",G,"2,591,341",G,,,,,
38,North Dakota,08:  <500,"19,078","20,984","198,964",G,"8,091,321",G,,,,,
38,North Dakota,09:  500+,901,"3,617","147,983",G,"7,725,427",G,,,,,
39,Ohio,01:  Total,"184,738","252,201","4,790,178",G,"218,466,744",G,,,,,
39,Ohio,02:  0-4,"98,170","98,372","170,515",G,"6,693,857",G,,,,,
39,Ohio,03:  5-9,"34,184","34,579","226,349",G,"7,607,214",G,,,,,
39,Ohio,04:  10-19,"22,454","23,623","300,855",G,"10,946,654",G,,,,,
39,Ohio,05:  <20,"154,808","156,574","697,719",G,"25,247,725",G,,,,,
39,Ohio,06:  20-99,"20,764","26,725","787,823",G,"30,642,290",G,,,,,
39,Ohio,07:  100-499,"5,049","14,957","707,378",G,"30,931,426",G,,,,,
39,Ohio,08:  <500,"180,621","198,256","2,192,920",G,"86,821,441",G,,,,,
39,Ohio,09:  500+,"4,117","53,945","2,597,258",G,"131,645,303",G,,,,,
40,Oklahoma,01:  Total,"72,661","93,232","1,360,379",G,"57,193,626",G,,,,,
40,Oklahoma,02:  0-4,"42,267","42,361","70,464",G,"2,640,716",G,,,,,
40,Oklahoma,03:  5-9,"12,356","12,475","81,357",G,"2,677,860",G,,,,,
40,Oklahoma,04:  10-19,"7,300","7,690","96,783",G,"3,329,526",G,,,,,
40,Oklahoma,05:  <20,"61,923","62,526","248,604",G,"8,648,102",G,,,,,
40,Oklahoma,06:  20-99,"6,721","8,853","252,475",G,"9,003,558",G,,,,,
40,Oklahoma,07:  100-499,"1,782","5,398","211,503",G,"8,597,649",G,,,,,
40,Oklahoma,08:  <500,"70,426","76,777","712,582",G,"26,249,309",G,,,,,
40,Oklahoma,09:  500+,"2,235","16,455","647,797",G,"30,944,317",G,,,,,
41,Oregon,01:  Total,"93,640","114,551","1,551,192",G,"74,062,716",G,,,,,
41,Oregon,02:  0-4,"54,952","55,014","89,530",G,"3,496,733",G,,,,,
41,Oregon,03:  5-9,"16,202","16,371","106,699",G,"3,561,221",G,,,,,
41,Oregon,04:  10-19,"10,134","10,583","135,157",G,"4,783,548",G,,,,,
41,Oregon,05:  <20,"81,288","81,968","331,386",G,"11,841,502",G,,,,,
41,Oregon,06:  20-99,"8,088","10,448","291,694",G,"11,809,384",G,,,,,
41,Oregon,07:  100-499,"1,946","6,338","229,903",G,"10,273,141",G,,,,,
41,Oregon,08:  <500,"91,322","98,754","852,983",G,"33,924,027",G,,,,,
41,Oregon,09:  500+,"2,318","15,797","698,209",G,"40,138,689",G,,,,,
42,Pennsylvania,01:  Total,"230,357","301,484","5,354,964",G,"261,082,307",G,,,,,
42,Pennsylvania,02:  0-4,"129,972","130,167","226,472",G,"8,947,084",G,,,,,
42,Pennsylvania,03:  5-9,"41,333","41,781","272,090",G,"9,580,671",G,,,,,
42,Pennsylvania,04:  10-19,"25,976","27,120","348,279",G,"13,239,689",G,,,,,
42,Pennsylvania,05:  <20,"197,281","199,068","846,841",G,"31,767,444",G,,,,,
42,Pennsylvania,06:  20-99,"23,348","29,646","889,633",G,"37,275,974",G,,,,,
42,Pennsylvania,07:  100-499,"5,453","15,650","761,050",G,"35,436,962",G,,,,,
42,Pennsylvania,08:  <500,"226,082","244,364","2,497,524",G,"104,480,380",G,,,,,
42,Pennsylvania,09:  500+,"4,275","57,120","2,857,440",G,"156,601,927",G,,,,,
44,Rhode Island,01:  Total,"24,259","28,685","435,148",G,"20,150,835",G,,,,,
44,Rhode Island,02:  0-4,"13,887","13,899","22,901",G,"985,478",G,,,,,
44,Rhode Island,03:  5-9,"3,936","3,975","26,114",G,"1,010,965",G,,,,,
44,Rhode Island,04:  10-19,"2,467","2,533","32,908",G,"1,318,385",G,,,,,
44,Rhode Island,05:  <20,"20,290","20,407","81,923",G,"3,314,828",G,,,,,
44,Rhode Island,06:  20-99,"2,249","2,607","81,463",G,"3,346,494",G,,,,,
44,Rhode Island,07:  100-499,596,"1,339","66,588",G,"3,075,784",G,,,,,
44,Rhode Island,08:  <500,"23,135","24,353","229,974",G,"9,737,106",G,,,,,
44,Rhode Island,09:  500+,"1,124","4,332","205,174",G,"10,413,729",H,,,,,
45,South Carolina,01:  Total,"80,934","105,959","1,716,496",G,"69,050,740",G,,,,,
45,South Carolina,02:  0-4,"45,967","46,043","77,697",G,"3,046,477",G,,,,,
45,South Carolina,03:  5-9,"13,802","13,972","90,907",G,"2,947,790",G,,,,,
45,South Carolina,04:  10-19,"8,770","9,139","117,027",G,"3,915,380",G,,,,,
45,South Carolina,05:  <20,"68,539","69,154","285,631",G,"9,909,647",G,,,,,
45,South Carolina,06:  20-99,"7,716","9,538","282,554",G,"9,661,860",G,,,,,
45,South Carolina,07:  100-499,"2,037","5,203","226,526",G,"8,734,215",G,,,,,
45,South Carolina,08:  <500,"78,292","83,895","794,711",G,"28,305,722",G,,,,,
45,South Carolina,09:  500+,"2,642","22,064","921,785",G,"40,745,018",G,,,,,
46,South Dakota,01:  Total,"22,205","26,743","357,950",G,"14,183,056",G,,,,,
46,South Dakota,02:  0-4,"12,712","12,732","20,824",G,"751,822",G,,,,,
46,South Dakota,03:  5-9,"3,762","3,800","24,671",G,"769,154",G,,,,,
46,South Dakota,04:  10-19,"2,334","2,441","30,783",G,"996,623",G,,,,,
46,South Dakota,05:  <20,"18,808","18,973","76,278",G,"2,517,599",G,,,,,
46,South Dakota,06:  20-99,"1,953","2,680","70,101",G,"2,457,754",G,,,,,
46,South Dakota,07:  100-499,567,"1,836","64,155",G,"2,397,266",G,,,,,
46,South Dakota,08:  <500,"21,328","23,489","210,534",G,"7,372,619",G,,,,,
46,South Dakota,09:  500+,877,"3,254","147,416",G,"6,810,437",G,,,,,
47,Tennessee,01:  Total,"98,089","135,352","2,592,600",G,"114,896,051",G,,,,,
47,Tennessee,02:  0-4,"51,876","51,966","92,136",G,"3,745,133",G,,,,,
47,Tennessee,03:  5-9,"18,036","18,265","118,852",G,"4,086,490",G,,,,,
47,Tennessee,04:  10-19,"11,235","11,809","150,141",G,"5,669,989",G,,,,,
47,Tennessee,05:  <20,"81,147","82,040","361,129",G,"13,501,612",G,,,,,
47,Tennessee,06:  20-99,"10,661","13,740","394,165",G,"16,054,336",G,,,,,
47,Tennessee,07:  100-499,"2,906","7,624","340,951",G,"14,877,074",G,,,,,
47,Tennessee,08:  <500,"94,714","103,404","1,096,245",G,"44,433,022",G,,,,,
47,Tennessee,09:  500+,"3,375","31,948","1,496,355",G,"70,463,029",G,,,,,
48,Texas,01:  Total,"434,145","579,168","10,429,924",G,"526,782,643",G,,,,,
48,Texas,02:  0-4,"249,965","250,453","416,598",G,"20,310,736",G,,,,,
48,Texas,03:  5-9,"75,515","76,350","497,608",G,"19,024,094",G,,,,,
48,Texas,04:  10-19,"48,139","50,217","644,532",G,"25,118,841",G,,,,,
48,Texas,05:  <20,"373,619","377,020","1,558,738",G,"64,453,671",G,,,,,
48,Texas,06:  20-99,"44,293","55,216","1,682,345",G,"69,188,321",G,,,,,
48,Texas,07:  100-499,"10,265","29,428","1,465,781",G,"69,988,913",G,,,,,
48,Texas,08:  <500,"428,177","461,664","4,706,864",G,"203,630,905",G,,,,,
48,Texas,09:  500+,"5,968","117,504","5,723,060",G,"323,151,738",G,,,,,
49,Utah,01:  Total,"64,524","77,504","1,239,348",G,"54,331,488",G,,,,,
49,Utah,02:  0-4,"39,901","39,954","56,516",G,"2,443,683",G,,,,,
49,Utah,03:  5-9,"9,312","9,384","61,426",G,"2,050,129",G,,,,,
49,Utah,04:  10-19,"6,287","6,473","83,885",G,"2,866,179",G,,,,,
49,Utah,05:  <20,"55,500","55,811","201,827",G,"7,359,991",G,,,,,
49,Utah,06:  20-99,"5,528","6,801","206,813",G,"8,089,420",G,,,,,
49,Utah,07:  100-499,"1,392","3,190","164,248",G,"7,376,806",G,,,,,
49,Utah,08:  <500,"62,420","65,802","572,888",G,"22,826,217",G,,,,,
49,Utah,09:  500+,"2,104","11,702","666,460",G,"31,505,271",G,,,,,
50,Vermont,01:  Total,"18,148","21,174","262,705",G,"10,828,353",G,,,,,
50,Vermont,02:  0-4,"10,616","10,627","17,563",G,"710,078",G,,,,,
50,Vermont,03:  5-9,"3,039","3,070","20,086",G,"698,144",G,,,,,
50,Vermont,04:  10-19,"1,863","1,945","24,628",G,"869,148",G,,,,,
50,Vermont,05:  <20,"15,518","15,642","62,277",G,"2,277,370",G,,,,,
50,Vermont,06:  20-99,"1,510","1,998","54,202",G,"2,154,539",G,,,,,
50,Vermont,07:  100-499,360,"1,056","44,601",G,"1,947,497",G,,,,,
50,Vermont,08:  <500,"17,388","18,696","161,080",G,"6,379,406",G,,,,,
50,Vermont,09:  500+,760,"2,478","101,625",G,"4,448,947",G,,,,,
51,Virginia,01:  Total,"152,020","199,548","3,254,172",G,"170,160,430",G,,,,,
51,Virginia,02:  0-4,"87,944","88,061","144,582",G,"6,352,563",G,,,,,
51,Virginia,03:  5-9,"25,499","25,777","167,812",G,"6,324,399",G,,,,,
51,Virginia,04:  10-19,"16,465","17,155","219,572",G,"8,818,717",G,,,,,
51,Virginia,05:  <20,"129,908","130,993","531,966",G,"21,495,679",G,,,,,
51,Virginia,06:  20-99,"14,906","18,369","549,936",G,"25,022,803",G,,,,,
51,Virginia,07:  100-499,"3,663","9,421","453,234",G,"24,604,138",G,,,,,
51,Virginia,08:  <500,"148,477","158,783","1,535,136",G,"71,122,620",G,,,,,
51,Virginia,09:  500+,"3,543","40,765","1,719,036",G,"99,037,810",G,,,,,
53,Washington,01:  Total,"152,430","186,164","2,685,355",G,"156,915,349",G,,,,,
53,Washington,02:  0-4,"91,360","91,482","144,212",G,"6,391,288",G,,,,,
53,Washington,03:  5-9,"26,071","26,295","171,104",G,"6,479,596",G,,,,,
53,Washington,04:  10-19,"15,883","16,498","210,707",G,"8,567,313",G,,,,,
53,Washington,05:  <20,"133,314","134,275","526,023",G,"21,438,197",G,,,,,
53,Washington,06:  20-99,"12,884","16,080","468,702",G,"21,457,084",G,,,,,
53,Washington,07:  100-499,"3,168","8,392","384,833",G,"20,833,813",G,,,,,
53,Washington,08:  <500,"149,366","158,747","1,379,558",G,"63,729,094",G,,,,,
53,Washington,09:  500+,"3,064","27,417","1,305,797",G,"93,186,255",G,,,,,
54,West Virginia,01:  Total,"27,038","36,607","558,905",G,"21,637,981",G,,,,,
54,West Virginia,02:  0-4,"14,092","14,115","25,551",G,"768,459",G,,,,,
54,West Virginia,03:  5-9,"5,174","5,227","33,800",G,"961,573",G,,,,,
54,West Virginia,04:  10-19,"3,141","3,329","41,396",G,"1,293,624",G,,,,,
54,West Virginia,05:  <20,"22,407","22,671","100,747",G,"3,023,656",G,,,,,
54,West Virginia,06:  20-99,"2,591","3,695","94,867",G,"3,254,483",G,,,,,
54,West Virginia,07:  100-499,741,"2,153","79,531",G,"2,915,452",G,,,,,
54,West Virginia,08:  <500,"25,739","28,519","275,145",G,"9,193,591",G,,,,,
54,West Virginia,09:  500+,"1,299","8,088","283,760",G,"12,444,390",G,,,,,
55,Wisconsin,01:  Total,"108,799","140,859","2,524,329",G,"115,817,145",G,,,,,
55,Wisconsin,02:  0-4,"58,973","59,078","99,144",G,"3,888,930",G,,,,,
55,Wisconsin,03:  5-9,"19,278","19,460","127,053",G,"4,203,578",G,,,,,
55,Wisconsin,04:  10-19,"12,884","13,500","173,364",G,"5,946,426",G,,,,,
55,Wisconsin,05:  <20,"91,135","92,038","399,561",G,"14,038,934",G,,,,,
55,Wisconsin,06:  20-99,"12,143","16,151","463,807",G,"17,708,694",G,,,,,
55,Wisconsin,07:  100-499,"2,802","8,238","395,561",G,"16,967,010",G,,,,,
55,Wisconsin,08:  <500,"106,080","116,427","1,258,929",G,"48,714,638",G,,,,,
55,Wisconsin,09:  500+,"2,719","24,432","1,265,400",G,"67,102,507",G,,,,,
56,Wyoming,01:  Total,"17,950","20,966","208,440",G,"9,303,969",G,,,,,
56,Wyoming,02:  0-4,"10,773","10,786","17,131",G,"733,888",G,,,,,
56,Wyoming,03:  5-9,"2,963","2,985","19,589",G,"653,778",G,,,,,
56,Wyoming,04:  10-19,"1,729","1,815","22,871",G,"804,488",G,,,,,
56,Wyoming,05:  <20,"15,465","15,586","59,591",G,"2,192,154",G,,,,,
56,Wyoming,06:  20-99,"1,307","1,809","43,128",G,"1,715,444",G,,,,,
56,Wyoming,07:  100-499,386,940,"28,780",G,"1,282,376",G,,,,,
56,Wyoming,08:  <500,"17,158","18,335","131,499",G,"5,189,974",G,,,,,
56,Wyoming,09:  500+,792,"2,631","76,941",G,"4,113,995",G,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
